publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Journal of Transnational Management Development	1068-6061		1997-01	2	3	2005-06	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzmd20		wzmd20		fulltext		Routledge	Serial								P
Journal of Transportation Safety & Security	1943-9962	1943-9970	2009-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=utss20		utss20		fulltext		Taylor & Francis	Serial								P
Journal of Trauma & Dissociation	1529-9732	1529-9740	2000-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wjtd20		wjtd20		fulltext		Routledge	Serial								P
Journal of Trauma Practice	1536-2922		2002-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wztp20		wztp20		fulltext		Taylor & Francis	Serial								P
Journal of Travel & Tourism Marketing	1054-8408	1540-7306	1997-01	5	4				http://www.tandfonline.com/openurl?genre=journal&stitle=wttm20		wttm20		fulltext		Routledge	Serial								P
Journal of Tree Fruit Production	1055-1387		1997-01	2	1	2004-03	3	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wztf20		wztf20		fulltext		Taylor & Francis	Serial								P
Journal of Trust Research	2151-5581	2151-559X	2011-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjtr20		rjtr20		fulltext		Routledge	Serial								P
Journal of Turbulence		1468-5248	2000-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=tjot20		tjot20		fulltext		Taylor & Francis	Serial								P
Journal of Urban Design	1357-4809	1469-9664	1997-02	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjud20		cjud20		fulltext		Routledge	Serial								P
Journal of Urban Technology	1063-0732	1466-1853	1997-04	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjut20		cjut20		fulltext		Routledge	Serial								P
Journal of Urbanism: International Research on Placemaking and Urban Sustainability	1754-9175	1754-9183	2008-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjou20		rjou20		fulltext		Routledge	Serial								P
Journal of Vegetable Crop Production	1049-6467		1997-01	2	2	2004-12	10	2	http://www.tandfonline.com/openurl?genre=journal&stitle=wzjv20		wzjv20		fulltext		Taylor & Francis	Serial								P
Journal of Vegetable Science	1548-1689		2005-09	11	1	2007-07	12	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzvs20		wzvs20		fulltext		Taylor & Francis	Serial							10.1080/wzjv20	P
Journal of Vertebrate Paleontology	0272-4634	1937-2809	1997-04	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujvp20		ujvp20		fulltext		Taylor & Francis	Serial								P
Journal of Victorian Culture	1355-5502	1750-0133	1997-03	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjvc20		rjvc20		fulltext		Routledge	Serial								P
Journal of Vocational Education & Training	1363-6820	1747-5090	1997-03	49	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjve20		rjve20		fulltext		Routledge	Serial							10.1080/rjve19	P
Journal of Web Librarianship	1932-2909	1932-2917	2007-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wjwl20		wjwl20		fulltext		Routledge	Serial								P
Journal of Wine Research	0957-1264	1469-9672	1997-04	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjwr20		cjwr20		fulltext		Routledge	Serial								P
Journal of Women & Aging	0895-2841	1540-7322	1997-03	9	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=wjwa20		wjwa20		fulltext		Routledge	Serial								P
Journal of Women, Politics & Policy	1554-477X	1554-4788	2005-10	27	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=wwap20		wwap20		fulltext		Routledge	Serial							10.1080/wzwp20	P
Journal of Wood Chemistry and Technology	0277-3813	1532-2319	1997-02	17	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=lwct20		lwct20		fulltext		Taylor & Francis	Serial								P
Journal of Workplace Behavioral Health	1555-5240	1555-5259	2005-10	20	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=wjwb20		wjwb20		fulltext		Routledge	Serial							10.1080/wzea20	P
Journal of Youth Studies	1367-6261	1469-9680	1998-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjys20		cjys20		fulltext		Routledge	Serial								P
Journal of the Air & Waste Management Association	1096-2247	2162-2906	1997-01	47	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uawm20		uawm20		fulltext		Taylor & Francis	Serial							10.1080/uawm19	P
Journal of the American Institute of Planners	0002-8991		1935-01	1	1	1978-10	44	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rjpa19		rjpa19		fulltext		Routledge	Serial								P
Journal of the American Planning Association	0194-4363	1939-0130	1979-01	45	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpa20		rjpa20		fulltext		Routledge	Serial							10.1080/rjpa19	P
Journal of the American Statistical Association	0162-1459	1537-274X	1997-03	92	437				http://www.tandfonline.com/openurl?genre=journal&stitle=uasa20		uasa20		fulltext		Taylor & Francis	Serial							10.1080/uasa19	P
Journal of the Asia Pacific Economy	1354-7860	1469-9648	1997-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjap20		rjap20		fulltext		Routledge	Serial								P
Journal of the British Society for Phenomenology	0007-1773	2332-0486	1997-01	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rbsp20		rbsp20		fulltext		Routledge	Serial								P
Journal of the Chinese Institute of Engineers	0253-3839	2158-7299	1997-01	20	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tcie20		tcie20		fulltext		Taylor & Francis	Serial								P
Journal of the Chinese Institute of Industrial Engineers	1017-0669	2151-7606	1997-01	14	1	2012-12	29	8	http://www.tandfonline.com/openurl?genre=journal&stitle=tjci20		tjci20		fulltext		Taylor & Francis	Serial								P
Journal of the Community Development Society	0010-3829		1997-03	28	1	2004-09	35	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rcod19		rcod19		fulltext		Routledge	Serial								P
Journal of the Geological Society of Australia	0016-7614		1953-01	1	1-2	1983-12	30	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=taje19		taje19		fulltext		Taylor & Francis	Serial								P
Journal of the History of the Neurosciences	0964-704X	1744-5213	1997-04	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=njhn20		njhn20		fulltext		Routledge	Serial								P
Journal of the Indian Ocean Region	1948-0881	1948-108X	2010-06	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rior20		rior20		fulltext		Routledge	Serial								P
Journal of the Institute of Conservation	1945-5224	1945-5232	2009-03	32	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcon20		rcon20		fulltext		Routledge	Serial							10.1080/rcon18,10.1080/rcon19	P
Journal of the Institute of Health Education	0307-3289		1963-01	1	1	1996-01	34	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rhpe18		rhpe18		fulltext		Routledge	Serial								P
Journal of the Learning Sciences	1050-8406	1532-7809	1997-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hlns20		hlns20		fulltext		Routledge	Serial								P
Journal of the Musical Arts in Africa	1812-1004	2070-626X	2004-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmaa20		rmaa20		fulltext		Routledge	Serial								P
Journal of the Philosophy of Sport	0094-8705	1543-2939	1997-05	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjps20		rjps20		fulltext		Routledge	Serial								P
Journal of the Royal Musical Association	0269-0403	1471-6933	1997-01	122	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rrma20		rrma20		fulltext		Routledge	Serial							10.1080/rrma19	P
Journal of the Royal Society of New Zealand	0303-6758	1175-8899	1997-03	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tnzr20		tnzr20		fulltext		Taylor & Francis	Serial								P
Journal of the Society of Archivists	0037-9816	1465-3907	1997-04	18	1	2012-10	33	2	http://www.tandfonline.com/openurl?genre=journal&stitle=cjsa20		cjsa20		fulltext		Routledge	Serial								P
Journal on the Use of Force and International Law	2053-1702	2053-1710	2014-08	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjuf20		rjuf20		fulltext		Routledge	Serial								P
Journalism Practice	1751-2786	1751-2794	2007-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjop20		rjop20		fulltext		Routledge	Serial								P
Journalism Studies	1461-670X	1469-9699	2000-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjos20		rjos20		fulltext		Routledge	Serial								P
Judicial Review	1085-4681	1757-8434	1997-03	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjdr20		rjdr20		fulltext		Routledge	Serial								P
Jurisprudence	2040-3313	2040-3321	2010-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpn20		rjpn20		fulltext		Routledge	Serial								P
Justice Quarterly	0741-8825	1745-9109	1997-03	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjqy20		rjqy20		fulltext		Routledge	Serial								P
Justice System Journal	0098-261X	2327-7556	1997-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujsj20		ujsj20		fulltext		Routledge	Serial								P
Kappa Delta Pi Record	0022-8958	2163-1611	1997-01	33	2				http://www.tandfonline.com/openurl?genre=journal&stitle=ukdr20		ukdr20		fulltext		Routledge	Serial								P
King's Law Journal	0961-5768	1757-8442	1999-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rklj20		rklj20		fulltext		Routledge	Serial								P
Kleio	0023-2084		1997-01	29	1	2006-01	38	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rahr19		rahr19		fulltext		Routledge	Serial								P
Konsthistorisk tidskrift/Journal of Art History	0023-3609	1651-2294	1997-01	66	1				http://www.tandfonline.com/openurl?genre=journal&stitle=skon20		skon20		fulltext		Routledge	Serial								P
Korean Journal of Biological Sciences	1226-5071		1997-01	1	1	2004-01	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=tacs18		tacs18		fulltext		Taylor & Francis	Serial								P
Korean Review of Public Administration	1226-4431		1997-01	2	1	1998-01	3	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rrpa19		rrpa19		fulltext		Routledge	Serial								P
Kōtuitui: New Zealand Journal of Social Sciences Online		1177-083X	2006-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tnzk20		tnzk20		fulltext		Routledge	Serial								F
LIMES: Cultural Regionalistics	2029-0187	2029-0209	2008-01	1	1	2010-01	3	2	http://www.tandfonline.com/openurl?genre=journal&stitle=tlim20		tlim20		fulltext		Taylor & Francis	Serial								P
Labor History	0023-656X	1469-9702	1987-01	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=clah20		clah20		fulltext		Routledge	Serial								P
Labour & Industry: a journal of the social and economic relations of work	1030-1763	2325-5676	1997-01	7	3				http://www.tandfonline.com/openurl?genre=journal&stitle=rlab20		rlab20		fulltext		Routledge	Serial								P
Lake and Reservoir Management	1040-2381	2151-5530	1997-04	13	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulrm20		ulrm20		fulltext		Taylor & Francis	Serial								P
Land Use Law & Zoning Digest	0094-7598		1997-01	49	1	2003-12	55	12	http://www.tandfonline.com/openurl?genre=journal&stitle=rzlu20		rzlu20		fulltext		Routledge	Serial							10.1080/rzzd20	P
Landscape History	0143-3768	2160-2506	1997-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlsh20		rlsh20		fulltext		Routledge	Serial								P
Landscape Research	0142-6397	1469-9710	1997-03	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=clar20		clar20		fulltext		Routledge	Serial								P
Language Acquisition	1048-9223	1532-7817	1997-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hlac20		hlac20		fulltext		Routledge	Serial								P
Language Assessment Quarterly	1543-4303	1543-4311	2004-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hlaq20		hlaq20		fulltext		Routledge	Serial								P
Language Awareness	0965-8416	1747-7565	1997-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmla20		rmla20		fulltext		Routledge	Serial								P
Language Learning and Development	1547-5441	1547-3341	2005-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hlld20		hlld20		fulltext		Routledge	Serial								P
Language Matters	1022-8195	1753-5395	1997-01	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlms20		rlms20		fulltext		Routledge	Serial							10.1080/rlms19	P
Language and Cognitive Processes	0169-0965	1464-0732	1997-02	12	1	2013-12	28	10	http://www.tandfonline.com/openurl?genre=journal&stitle=plcp20		plcp20		fulltext		Routledge	Serial								P
Language and Education	0950-0782	1747-7581	1997-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlae20		rlae20		fulltext		Routledge	Serial								P
Language and Intercultural Communication	1470-8477	1747-759X	2001-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmli20		rmli20		fulltext		Routledge	Serial								P
Language, Cognition and Neuroscience	2327-3798	2327-3801	2014-01	29	1				http://www.tandfonline.com/openurl?genre=journal&stitle=plcp21		plcp21		fulltext		Routledge	Serial							10.1080/plcp20	P
Language, Culture and Curriculum	0790-8318	1747-7573	1997-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlcc20		rlcc20		fulltext		Routledge	Serial								P
Laterality: Asymmetries of Body, Brain and Cognition	1357-650X	1464-0678	1997-03	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=plat20		plat20		fulltext		Routledge	Serial								P
Latin American Business Review	1097-8526	1528-6932	1998-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wlab20		wlab20		fulltext		Routledge	Serial								P
Latin American and Caribbean Ethnic Studies	1744-2222	1744-2230	2006-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlac20		rlac20		fulltext		Routledge	Serial								P
Law and Financial Markets Review	1752-1440	1752-1459	2007-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlfm20		rlfm20		fulltext		Routledge	Serial								P
Law and Humanities	1752-1483	1752-1491	2007-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlah20		rlah20		fulltext		Routledge	Serial								P
Law, Innovation and Technology	1757-9961	1757-997X	2009-07	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlit20		rlit20		fulltext		Routledge	Serial								P
Leadership and Policy in Schools	1570-0763	1744-5043	2002-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=nlps20		nlps20		fulltext		Routledge	Serial								P
Learning, Media and Technology	1743-9884	1743-9892	2005-03	30	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjem20		cjem20		fulltext		Routledge	Serial							10.1080/cjem19	P
Learning: Research and Practice	2373-5082	2373-5090	2015-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlrp20		rlrp20		fulltext		Routledge	Serial								P
Legal Ethics	1460-728X	1757-8450	1998-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlet20		rlet20		fulltext		Routledge	Serial								P
Legal Reference Services Quarterly	0270-319X	1540-949X	1997-03	15	3-4				http://www.tandfonline.com/openurl?genre=journal&stitle=wlrs20		wlrs20		fulltext		Routledge	Serial								P
Leisure Sciences	0149-0400	1521-0588	1997-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulsc20		ulsc20		fulltext		Routledge	Serial								P
Leisure Studies	0261-4367	1466-4496	1997-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlst20		rlst20		fulltext		Routledge	Serial								P
Leisure/Loisir	1492-7713	2151-2221	1999-01	24	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rloi20		rloi20		fulltext		Routledge	Serial								P
Library & Archival Security	0196-0075	1540-9511	1997-05	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wlas20		wlas20		fulltext		Routledge	Serial							10.1080/wlas19	P
Library Acquisitions: Practice & Theory	0364-6408		1997-01	21	1	1998-10	22	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ulca19		ulca19		fulltext		Routledge	Serial								P
Library Collections, Acquisitions, &#x26; Technical Services	1464-9055	1873-1821	1999-03	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ulca20		ulca20		fulltext		Routledge	Serial							10.1080/ulca19	P
Life Writing	1448-4528	1751-2964	2004-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlwr20		rlwr20		fulltext		Routledge	Serial								P
Limes: Borderland Studies	2029-7475	2029-7483	2011-06	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tlim21		tlim21		fulltext		Taylor & Francis	Serial							10.1080/tlim20	P
Linear and Multilinear Algebra	0308-1087	1563-5139	1997-01	42	1				http://www.tandfonline.com/openurl?genre=journal&stitle=glma20		glma20		fulltext		Taylor & Francis	Serial								P
Liquid Crystals	0267-8292	1366-5855	1997-01	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tlct20		tlct20		fulltext		Taylor & Francis	Serial								P
Liquid Crystals Reviews	2168-0396	2168-0418	2013-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tlcr20		tlcr20		fulltext		Taylor & Francis	Serial								P
